"region";"år";"statistikkvariabel";"07459: Befolkning, etter region, år og statistikkvariabel"
"1816 Vevelstad";"2003";"Personer";538
"1816 Vevelstad";"2004";"Personer";525
"1816 Vevelstad";"2005";"Personer";524
"1816 Vevelstad";"2006";"Personer";516
"1816 Vevelstad";"2007";"Personer";504
"1816 Vevelstad";"2008";"Personer";485
"1816 Vevelstad";"2009";"Personer";501
"1816 Vevelstad";"2010";"Personer";510
"1816 Vevelstad";"2011";"Personer";520
"1816 Vevelstad";"2012";"Personer";511
"1816 Vevelstad";"2013";"Personer";500
"1816 Vevelstad";"2014";"Personer";495
"1816 Vevelstad";"2015";"Personer";510
"1816 Vevelstad";"2016";"Personer";507
"1816 Vevelstad";"2017";"Personer";528
"1816 Vevelstad";"2018";"Personer";506
"1816 Vevelstad";"2019";"Personer";497
"1818 Herøy (Nordland)";"1986";"Personer";2124
"1818 Herøy (Nordland)";"1987";"Personer";2100
"1818 Herøy (Nordland)";"1988";"Personer";2077
"1818 Herøy (Nordland)";"1989";"Personer";2060
"1818 Herøy (Nordland)";"1990";"Personer";2094
"1818 Herøy (Nordland)";"1991";"Personer";2058
"1818 Herøy (Nordland)";"1992";"Personer";1995
"1818 Herøy (Nordland)";"1993";"Personer";1969
"1818 Herøy (Nordland)";"1994";"Personer";1963
"1818 Herøy (Nordland)";"1995";"Personer";1933
"1818 Herøy (Nordland)";"1996";"Personer";1927
"1818 Herøy (Nordland)";"1997";"Personer";1934
"1818 Herøy (Nordland)";"1998";"Personer";1921
"1818 Herøy (Nordland)";"1999";"Personer";1895
"1818 Herøy (Nordland)";"2000";"Personer";1881
"1818 Herøy (Nordland)";"2001";"Personer";1874
"1818 Herøy (Nordland)";"2002";"Personer";1835
"1818 Herøy (Nordland)";"2003";"Personer";1793
"1818 Herøy (Nordland)";"2004";"Personer";1748
"1818 Herøy (Nordland)";"2005";"Personer";1739
"1818 Herøy (Nordland)";"2006";"Personer";1725
"1818 Herøy (Nordland)";"2007";"Personer";1682
"1818 Herøy (Nordland)";"2008";"Personer";1683
"1818 Herøy (Nordland)";"2009";"Personer";1652
"1818 Herøy (Nordland)";"2010";"Personer";1618
"1818 Herøy (Nordland)";"2011";"Personer";1649
"1818 Herøy (Nordland)";"2012";"Personer";1711
"1818 Herøy (Nordland)";"2013";"Personer";1759
"1818 Herøy (Nordland)";"2014";"Personer";1733
"1818 Herøy (Nordland)";"2015";"Personer";1737
"1818 Herøy (Nordland)";"2016";"Personer";1743
"1818 Herøy (Nordland)";"2017";"Personer";1788
"1818 Herøy (Nordland)";"2018";"Personer";1790
"1818 Herøy (Nordland)";"2019";"Personer";1780
"1820 Alstahaug";"1986";"Personer";7612
"1820 Alstahaug";"1987";"Personer";7573
"1820 Alstahaug";"1988";"Personer";7505
"1820 Alstahaug";"1989";"Personer";7464
"1820 Alstahaug";"1990";"Personer";7487
"1820 Alstahaug";"1991";"Personer";7491
"1820 Alstahaug";"1992";"Personer";7566
"1820 Alstahaug";"1993";"Personer";7648
"1820 Alstahaug";"1994";"Personer";7631
"1820 Alstahaug";"1995";"Personer";7523
"1820 Alstahaug";"1996";"Personer";7446
"1820 Alstahaug";"1997";"Personer";7418
"1820 Alstahaug";"1998";"Personer";7448
"1820 Alstahaug";"1999";"Personer";7371
"1820 Alstahaug";"2000";"Personer";7440
"1820 Alstahaug";"2001";"Personer";7404
"1820 Alstahaug";"2002";"Personer";7434
"1820 Alstahaug";"2003";"Personer";7445
"1820 Alstahaug";"2004";"Personer";7378
"1820 Alstahaug";"2005";"Personer";7398
"1820 Alstahaug";"2006";"Personer";7306
"1820 Alstahaug";"2007";"Personer";7225
"1820 Alstahaug";"2008";"Personer";7207
"1820 Alstahaug";"2009";"Personer";7208
"1820 Alstahaug";"2010";"Personer";7196
"1820 Alstahaug";"2011";"Personer";7296
"1820 Alstahaug";"2012";"Personer";7372
"1820 Alstahaug";"2013";"Personer";7361
"1820 Alstahaug";"2014";"Personer";7394
"1820 Alstahaug";"2015";"Personer";7454
"1820 Alstahaug";"2016";"Personer";7437
"1820 Alstahaug";"2017";"Personer";7428
"1820 Alstahaug";"2018";"Personer";7450
"1820 Alstahaug";"2019";"Personer";7415
"1822 Leirfjord";"1986";"Personer";2429
"1822 Leirfjord";"1987";"Personer";2357
"1822 Leirfjord";"1988";"Personer";2389
"1822 Leirfjord";"1989";"Personer";2367
"1822 Leirfjord";"1990";"Personer";2364
"1822 Leirfjord";"1991";"Personer";2376
"1822 Leirfjord";"1992";"Personer";2357
"1822 Leirfjord";"1993";"Personer";2332
"1822 Leirfjord";"1994";"Personer";2315
"1822 Leirfjord";"1995";"Personer";2332
"1822 Leirfjord";"1996";"Personer";2372
"1822 Leirfjord";"1997";"Personer";2349
"1822 Leirfjord";"1998";"Personer";2268
"1822 Leirfjord";"1999";"Personer";2243
"1822 Leirfjord";"2000";"Personer";2242
"1822 Leirfjord";"2001";"Personer";2219
"1822 Leirfjord";"2002";"Personer";2200
"1822 Leirfjord";"2003";"Personer";2214
"1822 Leirfjord";"2004";"Personer";2227
"1822 Leirfjord";"2005";"Personer";2156
"1822 Leirfjord";"2006";"Personer";2156
"1822 Leirfjord";"2007";"Personer";2123
"1822 Leirfjord";"2008";"Personer";2090
"1822 Leirfjord";"2009";"Personer";2088
"1822 Leirfjord";"2010";"Personer";2140
"1822 Leirfjord";"2011";"Personer";2160
"1822 Leirfjord";"2012";"Personer";2107
"1822 Leirfjord";"2013";"Personer";2144
"1822 Leirfjord";"2014";"Personer";2188
"1822 Leirfjord";"2015";"Personer";2188
"1822 Leirfjord";"2016";"Personer";2216
"1822 Leirfjord";"2017";"Personer";2278
"1822 Leirfjord";"2018";"Personer";2307
"1822 Leirfjord";"2019";"Personer";2320
"1824 Vefsn";"1986";"Personer";13189
"1824 Vefsn";"1987";"Personer";13147
"1824 Vefsn";"1988";"Personer";13196
"1824 Vefsn";"1989";"Personer";13225
"1824 Vefsn";"1990";"Personer";13286
"1824 Vefsn";"1991";"Personer";13417
"1824 Vefsn";"1992";"Personer";13427
"1824 Vefsn";"1993";"Personer";13464
"1824 Vefsn";"1994";"Personer";13565
"1824 Vefsn";"1995";"Personer";13599
"1824 Vefsn";"1996";"Personer";13699
"1824 Vefsn";"1997";"Personer";13635
"1824 Vefsn";"1998";"Personer";13585
"1824 Vefsn";"1999";"Personer";13549
"1824 Vefsn";"2000";"Personer";13553
"1824 Vefsn";"2001";"Personer";13501
"1824 Vefsn";"2002";"Personer";13484
"1824 Vefsn";"2003";"Personer";13456
"1824 Vefsn";"2004";"Personer";13473
"1824 Vefsn";"2005";"Personer";13486
"1824 Vefsn";"2006";"Personer";13440
"1824 Vefsn";"2007";"Personer";13571
"1824 Vefsn";"2008";"Personer";13424
"1824 Vefsn";"2009";"Personer";13342
"1824 Vefsn";"2010";"Personer";13388
"1824 Vefsn";"2011";"Personer";13307
"1824 Vefsn";"2012";"Personer";13258
"1824 Vefsn";"2013";"Personer";13252
"1824 Vefsn";"2014";"Personer";13286
"1824 Vefsn";"2015";"Personer";13352
"1824 Vefsn";"2016";"Personer";13427
"1824 Vefsn";"2017";"Personer";13465
"1824 Vefsn";"2018";"Personer";13448
"1824 Vefsn";"2019";"Personer";13403
"1825 Grane";"1986";"Personer";1755
"1825 Grane";"1987";"Personer";1761
"1825 Grane";"1988";"Personer";1757
"1825 Grane";"1989";"Personer";1740
"1825 Grane";"1990";"Personer";1734
"1825 Grane";"1991";"Personer";1714
"1825 Grane";"1992";"Personer";1701
"1825 Grane";"1993";"Personer";1698
"1825 Grane";"1994";"Personer";1684
"1825 Grane";"1995";"Personer";1678
"1825 Grane";"1996";"Personer";1657
"1825 Grane";"1997";"Personer";1654
"1825 Grane";"1998";"Personer";1682
"1825 Grane";"1999";"Personer";1648
"1825 Grane";"2000";"Personer";1652
"1825 Grane";"2001";"Personer";1611
"1825 Grane";"2002";"Personer";1569
"1825 Grane";"2003";"Personer";1542
"1825 Grane";"2004";"Personer";1536
"1825 Grane";"2005";"Personer";1544
"1825 Grane";"2006";"Personer";1543
"1825 Grane";"2007";"Personer";1540
"1825 Grane";"2008";"Personer";1537
"1825 Grane";"2009";"Personer";1500
"1825 Grane";"2010";"Personer";1496
"1825 Grane";"2011";"Personer";1487
"1825 Grane";"2012";"Personer";1455
"1825 Grane";"2013";"Personer";1459
"1825 Grane";"2014";"Personer";1465
"1825 Grane";"2015";"Personer";1458
"1825 Grane";"2016";"Personer";1462
"1825 Grane";"2017";"Personer";1469
"1825 Grane";"2018";"Personer";1463
"1825 Grane";"2019";"Personer";1493
"1826 Hattfjelldal";"1986";"Personer";1768
"1826 Hattfjelldal";"1987";"Personer";1758
"1826 Hattfjelldal";"1988";"Personer";1736
"1826 Hattfjelldal";"1989";"Personer";1751
"1826 Hattfjelldal";"1990";"Personer";1728
"1826 Hattfjelldal";"1991";"Personer";1728
"1826 Hattfjelldal";"1992";"Personer";1718
"1826 Hattfjelldal";"1993";"Personer";1711
"1826 Hattfjelldal";"1994";"Personer";1674
"1826 Hattfjelldal";"1995";"Personer";1666
"1826 Hattfjelldal";"1996";"Personer";1664
"1826 Hattfjelldal";"1997";"Personer";1640
"1826 Hattfjelldal";"1998";"Personer";1635
"1826 Hattfjelldal";"1999";"Personer";1636
"1826 Hattfjelldal";"2000";"Personer";1634
"1826 Hattfjelldal";"2001";"Personer";1632
"1826 Hattfjelldal";"2002";"Personer";1603
"1826 Hattfjelldal";"2003";"Personer";1569
"1826 Hattfjelldal";"2004";"Personer";1562
"1826 Hattfjelldal";"2005";"Personer";1530
"1826 Hattfjelldal";"2006";"Personer";1503
"1826 Hattfjelldal";"2007";"Personer";1482
"1826 Hattfjelldal";"2008";"Personer";1463
"1826 Hattfjelldal";"2009";"Personer";1438
"1826 Hattfjelldal";"2010";"Personer";1444
"1826 Hattfjelldal";"2011";"Personer";1463
"1826 Hattfjelldal";"2012";"Personer";1456
"1826 Hattfjelldal";"2013";"Personer";1471
"1826 Hattfjelldal";"2014";"Personer";1500
"1826 Hattfjelldal";"2015";"Personer";1533
"1826 Hattfjelldal";"2016";"Personer";1465
"1826 Hattfjelldal";"2017";"Personer";1414
"1826 Hattfjelldal";"2018";"Personer";1411
"1826 Hattfjelldal";"2019";"Personer";1359
"1827 Dønna";"1986";"Personer";1966
"1827 Dønna";"1987";"Personer";1936
"1827 Dønna";"1988";"Personer";1860
"1827 Dønna";"1989";"Personer";1824
"1827 Dønna";"1990";"Personer";1787
"1827 Dønna";"1991";"Personer";1793
"1827 Dønna";"1992";"Personer";1786
"1827 Dønna";"1993";"Personer";1753
"1827 Dønna";"1994";"Personer";1737
"1827 Dønna";"1995";"Personer";1738
"1827 Dønna";"1996";"Personer";1693
"1827 Dønna";"1997";"Personer";1678
"1827 Dønna";"1998";"Personer";1635
"1827 Dønna";"1999";"Personer";1595
"1827 Dønna";"2000";"Personer";1582
"1827 Dønna";"2001";"Personer";1595
"1827 Dønna";"2002";"Personer";1556
"1827 Dønna";"2003";"Personer";1541
"1827 Dønna";"2004";"Personer";1543
"1827 Dønna";"2005";"Personer";1528
"1827 Dønna";"2006";"Personer";1507
"1827 Dønna";"2007";"Personer";1489
"1827 Dønna";"2008";"Personer";1463
"1827 Dønna";"2009";"Personer";1432
"1827 Dønna";"2010";"Personer";1431
"1827 Dønna";"2011";"Personer";1449
"1827 Dønna";"2012";"Personer";1433
"1827 Dønna";"2013";"Personer";1431
"1827 Dønna";"2014";"Personer";1420
"1827 Dønna";"2015";"Personer";1407
"1827 Dønna";"2016";"Personer";1402
"1827 Dønna";"2017";"Personer";1410
"1827 Dønna";"2018";"Personer";1403
"1827 Dønna";"2019";"Personer";1391
"1828 Nesna";"1986";"Personer";1832
"1828 Nesna";"1987";"Personer";1770
"1828 Nesna";"1988";"Personer";1751
"1828 Nesna";"1989";"Personer";1767
"1828 Nesna";"1990";"Personer";1810
"1828 Nesna";"1991";"Personer";1765
"1828 Nesna";"1992";"Personer";1777
"1828 Nesna";"1993";"Personer";1791
"1828 Nesna";"1994";"Personer";1783
"1828 Nesna";"1995";"Personer";1795
"1828 Nesna";"1996";"Personer";1833
"1828 Nesna";"1997";"Personer";1836
"1828 Nesna";"1998";"Personer";1897
"1828 Nesna";"1999";"Personer";1865
"1828 Nesna";"2000";"Personer";1882
"1828 Nesna";"2001";"Personer";1913
"1828 Nesna";"2002";"Personer";1855
"1828 Nesna";"2003";"Personer";1838
"1828 Nesna";"2004";"Personer";1822
"1828 Nesna";"2005";"Personer";1801
"1828 Nesna";"2006";"Personer";1769
"1828 Nesna";"2007";"Personer";1776
"1828 Nesna";"2008";"Personer";1792
"1828 Nesna";"2009";"Personer";1786
"1828 Nesna";"2010";"Personer";1786
"1828 Nesna";"2011";"Personer";1808
"1828 Nesna";"2012";"Personer";1813
"1828 Nesna";"2013";"Personer";1875
"1828 Nesna";"2014";"Personer";1902
"1828 Nesna";"2015";"Personer";1871
"1828 Nesna";"2016";"Personer";1838
"1828 Nesna";"2017";"Personer";1837
"1828 Nesna";"2018";"Personer";1805
"1828 Nesna";"2019";"Personer";1792
"1832 Hemnes";"1986";"Personer";4935
"1832 Hemnes";"1987";"Personer";4854
"1832 Hemnes";"1988";"Personer";4870
"1832 Hemnes";"1989";"Personer";4848
"1832 Hemnes";"1990";"Personer";4821
"1832 Hemnes";"1991";"Personer";4842
"1832 Hemnes";"1992";"Personer";4832
"1832 Hemnes";"1993";"Personer";4811
"1832 Hemnes";"1994";"Personer";4881
"1832 Hemnes";"1995";"Personer";4847
"1832 Hemnes";"1996";"Personer";4787
"1832 Hemnes";"1997";"Personer";4733
"1832 Hemnes";"1998";"Personer";4703
"1832 Hemnes";"1999";"Personer";4656
"1832 Hemnes";"2000";"Personer";4689
"1832 Hemnes";"2001";"Personer";4663
"1832 Hemnes";"2002";"Personer";4580
"1832 Hemnes";"2003";"Personer";4551
"1832 Hemnes";"2004";"Personer";4562
"1832 Hemnes";"2005";"Personer";4566
"1832 Hemnes";"2006";"Personer";4542
"1832 Hemnes";"2007";"Personer";4510
"1832 Hemnes";"2008";"Personer";4478
"1832 Hemnes";"2009";"Personer";4527
"1832 Hemnes";"2010";"Personer";4584
"1832 Hemnes";"2011";"Personer";4600
"1832 Hemnes";"2012";"Personer";4585
"1832 Hemnes";"2013";"Personer";4620
"1832 Hemnes";"2014";"Personer";4553
"1832 Hemnes";"2015";"Personer";4528
"1832 Hemnes";"2016";"Personer";4486
"1832 Hemnes";"2017";"Personer";4524
"1832 Hemnes";"2018";"Personer";4503
"1832 Hemnes";"2019";"Personer";4501
"1833 Rana";"1986";"Personer";25219
"1833 Rana";"1987";"Personer";25128
"1833 Rana";"1988";"Personer";24891
"1833 Rana";"1989";"Personer";24720
"1833 Rana";"1990";"Personer";24646
"1833 Rana";"1991";"Personer";24641
"1833 Rana";"1992";"Personer";24850
"1833 Rana";"1993";"Personer";24908
"1833 Rana";"1994";"Personer";25018
"1833 Rana";"1995";"Personer";25150
"1833 Rana";"1996";"Personer";25236
"1833 Rana";"1997";"Personer";25261
"1833 Rana";"1998";"Personer";25193
"1833 Rana";"1999";"Personer";25235
"1833 Rana";"2000";"Personer";25255
"1833 Rana";"2001";"Personer";25278
"1833 Rana";"2002";"Personer";25350
"1833 Rana";"2003";"Personer";25313
"1833 Rana";"2004";"Personer";25309
"1833 Rana";"2005";"Personer";25320
"1833 Rana";"2006";"Personer";25355
"1833 Rana";"2007";"Personer";25190
"1833 Rana";"2008";"Personer";25092
"1833 Rana";"2009";"Personer";25281
"1833 Rana";"2010";"Personer";25282
"1833 Rana";"2011";"Personer";25499
"1833 Rana";"2012";"Personer";25652
"1833 Rana";"2013";"Personer";25752
"1833 Rana";"2014";"Personer";25943
"1833 Rana";"2015";"Personer";26078
"1833 Rana";"2016";"Personer";26039
"1833 Rana";"2017";"Personer";26101
"1833 Rana";"2018";"Personer";26230
"1833 Rana";"2019";"Personer";26315
"1834 Lurøy";"1986";"Personer";2435
"1834 Lurøy";"1987";"Personer";2405
"1834 Lurøy";"1988";"Personer";2343
"1834 Lurøy";"1989";"Personer";2298
"1834 Lurøy";"1990";"Personer";2265
"1834 Lurøy";"1991";"Personer";2250
"1834 Lurøy";"1992";"Personer";2206
"1834 Lurøy";"1993";"Personer";2213
"1834 Lurøy";"1994";"Personer";2213
"1834 Lurøy";"1995";"Personer";2189
"1834 Lurøy";"1996";"Personer";2191
"1834 Lurøy";"1997";"Personer";2189
"1834 Lurøy";"1998";"Personer";2141
"1834 Lurøy";"1999";"Personer";2102
"1834 Lurøy";"2000";"Personer";2107
"1834 Lurøy";"2001";"Personer";2116
"1834 Lurøy";"2002";"Personer";2066
"1834 Lurøy";"2003";"Personer";2016
"1834 Lurøy";"2004";"Personer";2024
"1834 Lurøy";"2005";"Personer";2028
"1834 Lurøy";"2006";"Personer";1971
"1834 Lurøy";"2007";"Personer";1970
"1834 Lurøy";"2008";"Personer";1899
"1834 Lurøy";"2009";"Personer";1883
"1834 Lurøy";"2010";"Personer";1900
"1834 Lurøy";"2011";"Personer";1912
"1834 Lurøy";"2012";"Personer";1937
"1834 Lurøy";"2013";"Personer";1916
"1834 Lurøy";"2014";"Personer";1901
"1834 Lurøy";"2015";"Personer";1917
"1834 Lurøy";"2016";"Personer";1923
"1834 Lurøy";"2017";"Personer";1920
"1834 Lurøy";"2018";"Personer";1920
"1834 Lurøy";"2019";"Personer";1904
"1835 Træna";"1986";"Personer";537
"1835 Træna";"1987";"Personer";532
"1835 Træna";"1988";"Personer";556
"1835 Træna";"1989";"Personer";544
"1835 Træna";"1990";"Personer";529
"1835 Træna";"1991";"Personer";503
"1835 Træna";"1992";"Personer";516
"1835 Træna";"1993";"Personer";497
"1835 Træna";"1994";"Personer";494
"1835 Træna";"1995";"Personer";497
"1835 Træna";"1996";"Personer";497
"1835 Træna";"1997";"Personer";520
"1835 Træna";"1998";"Personer";489
"1835 Træna";"1999";"Personer";484
"1835 Træna";"2000";"Personer";466
"1835 Træna";"2001";"Personer";464
"1835 Træna";"2002";"Personer";474
"1835 Træna";"2003";"Personer";464
"1835 Træna";"2004";"Personer";456
"1835 Træna";"2005";"Personer";444
"1835 Træna";"2006";"Personer";453
"1835 Træna";"2007";"Personer";446
"1835 Træna";"2008";"Personer";451
"1835 Træna";"2009";"Personer";455
"1835 Træna";"2010";"Personer";489
"1835 Træna";"2011";"Personer";490
"1835 Træna";"2012";"Personer";497
"1835 Træna";"2013";"Personer";506
"1835 Træna";"2014";"Personer";489
"1835 Træna";"2015";"Personer";486
"1835 Træna";"2016";"Personer";478
"1835 Træna";"2017";"Personer";465
"1835 Træna";"2018";"Personer";454
"1835 Træna";"2019";"Personer";456
"1836 Rødøy";"1986";"Personer";1893
"1836 Rødøy";"1987";"Personer";1808
"1836 Rødøy";"1988";"Personer";1793
"1836 Rødøy";"1989";"Personer";1766
"1836 Rødøy";"1990";"Personer";1743
"1836 Rødøy";"1991";"Personer";1725
"1836 Rødøy";"1992";"Personer";1707
"1836 Rødøy";"1993";"Personer";1694
"1836 Rødøy";"1994";"Personer";1672
"1836 Rødøy";"1995";"Personer";1670
"1836 Rødøy";"1996";"Personer";1677
"1836 Rødøy";"1997";"Personer";1651
"1836 Rødøy";"1998";"Personer";1619
"1836 Rødøy";"1999";"Personer";1589
"1836 Rødøy";"2000";"Personer";1570
"1836 Rødøy";"2001";"Personer";1530
"1836 Rødøy";"2002";"Personer";1509
"1836 Rødøy";"2003";"Personer";1462
"1836 Rødøy";"2004";"Personer";1441
"1836 Rødøy";"2005";"Personer";1443
"1836 Rødøy";"2006";"Personer";1376
"1836 Rødøy";"2007";"Personer";1343
"1836 Rødøy";"2008";"Personer";1314
"1836 Rødøy";"2009";"Personer";1292
"1836 Rødøy";"2010";"Personer";1281
"1836 Rødøy";"2011";"Personer";1294
"1836 Rødøy";"2012";"Personer";1320
"1836 Rødøy";"2013";"Personer";1310
"1836 Rødøy";"2014";"Personer";1305
"1836 Rødøy";"2015";"Personer";1269
"1836 Rødøy";"2016";"Personer";1268
"1836 Rødøy";"2017";"Personer";1267
"1836 Rødøy";"2018";"Personer";1249
"1836 Rødøy";"2019";"Personer";1238
"1837 Meløy";"1986";"Personer";7007
"1837 Meløy";"1987";"Personer";6959
"1837 Meløy";"1988";"Personer";7012
"1837 Meløy";"1989";"Personer";7087
"1837 Meløy";"1990";"Personer";7111
"1837 Meløy";"1991";"Personer";7082
"1837 Meløy";"1992";"Personer";7086
"1837 Meløy";"1993";"Personer";7108
"1837 Meløy";"1994";"Personer";7038
"1837 Meløy";"1995";"Personer";7000
"1837 Meløy";"1996";"Personer";6934
"1837 Meløy";"1997";"Personer";6931
"1837 Meløy";"1998";"Personer";6833
"1837 Meløy";"1999";"Personer";6763
"1837 Meløy";"2000";"Personer";6796
"1837 Meløy";"2001";"Personer";6813
"1837 Meløy";"2002";"Personer";6830
"1837 Meløy";"2003";"Personer";6845
"1837 Meløy";"2004";"Personer";6772
"1837 Meløy";"2005";"Personer";6759
"1837 Meløy";"2006";"Personer";6715
"1837 Meløy";"2007";"Personer";6663
"1837 Meløy";"2008";"Personer";6622
"1837 Meløy";"2009";"Personer";6641
"1837 Meløy";"2010";"Personer";6639
"1837 Meløy";"2011";"Personer";6650
"1837 Meløy";"2012";"Personer";6657
"1837 Meløy";"2013";"Personer";6582
"1837 Meløy";"2014";"Personer";6491
"1837 Meløy";"2015";"Personer";6454
"1837 Meløy";"2016";"Personer";6471
"1837 Meløy";"2017";"Personer";6435
"1837 Meløy";"2018";"Personer";6346
"1837 Meløy";"2019";"Personer";6331
"1838 Gildeskål";"1986";"Personer";2713
"1838 Gildeskål";"1987";"Personer";2673
"1838 Gildeskål";"1988";"Personer";2639
"1838 Gildeskål";"1989";"Personer";2591
"1838 Gildeskål";"1990";"Personer";2594
"1838 Gildeskål";"1991";"Personer";2571
"1838 Gildeskål";"1992";"Personer";2569
"1838 Gildeskål";"1993";"Personer";2512
"1838 Gildeskål";"1994";"Personer";2505
"1838 Gildeskål";"1995";"Personer";2515
"1838 Gildeskål";"1996";"Personer";2494
"1838 Gildeskål";"1997";"Personer";2458
"1838 Gildeskål";"1998";"Personer";2419
"1838 Gildeskål";"1999";"Personer";2374
"1838 Gildeskål";"2000";"Personer";2351
"1838 Gildeskål";"2001";"Personer";2268
"1838 Gildeskål";"2002";"Personer";2276
"1838 Gildeskål";"2003";"Personer";2220
"1838 Gildeskål";"2004";"Personer";2215
"1838 Gildeskål";"2005";"Personer";2178
"1838 Gildeskål";"2006";"Personer";2107
"1838 Gildeskål";"2007";"Personer";2081
"1838 Gildeskål";"2008";"Personer";2046
"1838 Gildeskål";"2009";"Personer";2053
"1838 Gildeskål";"2010";"Personer";1996
"1838 Gildeskål";"2011";"Personer";2020
"1838 Gildeskål";"2012";"Personer";2000
"1838 Gildeskål";"2013";"Personer";2006
"1838 Gildeskål";"2014";"Personer";2023
"1838 Gildeskål";"2015";"Personer";2014
"1838 Gildeskål";"2016";"Personer";2043
"1838 Gildeskål";"2017";"Personer";2024
"1838 Gildeskål";"2018";"Personer";1998
"1838 Gildeskål";"2019";"Personer";1978
"1839 Beiarn";"1986";"Personer";1569
"1839 Beiarn";"1987";"Personer";1542
"1839 Beiarn";"1988";"Personer";1525
"1839 Beiarn";"1989";"Personer";1521
"1839 Beiarn";"1990";"Personer";1488
"1839 Beiarn";"1991";"Personer";1488
"1839 Beiarn";"1992";"Personer";1454
"1839 Beiarn";"1993";"Personer";1440
"1839 Beiarn";"1994";"Personer";1441
"1839 Beiarn";"1995";"Personer";1451
"1839 Beiarn";"1996";"Personer";1437
"1839 Beiarn";"1997";"Personer";1410
"1839 Beiarn";"1998";"Personer";1357
"1839 Beiarn";"1999";"Personer";1312
"1839 Beiarn";"2000";"Personer";1311
"1839 Beiarn";"2001";"Personer";1275
"1839 Beiarn";"2002";"Personer";1257
"1839 Beiarn";"2003";"Personer";1221
"1839 Beiarn";"2004";"Personer";1183
"1839 Beiarn";"2005";"Personer";1165
"1839 Beiarn";"2006";"Personer";1159
"1839 Beiarn";"2007";"Personer";1148
"1839 Beiarn";"2008";"Personer";1128
"1839 Beiarn";"2009";"Personer";1137
"1839 Beiarn";"2010";"Personer";1114
"1839 Beiarn";"2011";"Personer";1103
"1839 Beiarn";"2012";"Personer";1097
"1839 Beiarn";"2013";"Personer";1075
"1839 Beiarn";"2014";"Personer";1088
"1839 Beiarn";"2015";"Personer";1058
"1839 Beiarn";"2016";"Personer";1034
"1839 Beiarn";"2017";"Personer";1043
"1839 Beiarn";"2018";"Personer";1029
"1839 Beiarn";"2019";"Personer";1022
"1840 Saltdal";"1986";"Personer";5274
"1840 Saltdal";"1987";"Personer";5228
"1840 Saltdal";"1988";"Personer";5248
"1840 Saltdal";"1989";"Personer";5198
"1840 Saltdal";"1990";"Personer";5190
"1840 Saltdal";"1991";"Personer";5163
"1840 Saltdal";"1992";"Personer";5155
"1840 Saltdal";"1993";"Personer";5125
"1840 Saltdal";"1994";"Personer";5161
"1840 Saltdal";"1995";"Personer";5150
"1840 Saltdal";"1996";"Personer";5082
"1840 Saltdal";"1997";"Personer";5067
"1840 Saltdal";"1998";"Personer";5013
"1840 Saltdal";"1999";"Personer";4942
"1840 Saltdal";"2000";"Personer";4887
"1840 Saltdal";"2001";"Personer";4874
"1840 Saltdal";"2002";"Personer";4863
"1840 Saltdal";"2003";"Personer";4834
"1840 Saltdal";"2004";"Personer";4823
"1840 Saltdal";"2005";"Personer";4800
"1840 Saltdal";"2006";"Personer";4751
"1840 Saltdal";"2007";"Personer";4688
"1840 Saltdal";"2008";"Personer";4710
"1840 Saltdal";"2009";"Personer";4727
"1840 Saltdal";"2010";"Personer";4692
"1840 Saltdal";"2011";"Personer";4672
"1840 Saltdal";"2012";"Personer";4710
"1840 Saltdal";"2013";"Personer";4745
"1840 Saltdal";"2014";"Personer";4690
"1840 Saltdal";"2015";"Personer";4734
"1840 Saltdal";"2016";"Personer";4700
"1840 Saltdal";"2017";"Personer";4702
"1840 Saltdal";"2018";"Personer";4691
"1840 Saltdal";"2019";"Personer";4657
"1841 Fauske - Fuossko";"1986";"Personer";10054
"1841 Fauske - Fuossko";"1987";"Personer";10063
"1841 Fauske - Fuossko";"1988";"Personer";10072
"1841 Fauske - Fuossko";"1989";"Personer";10108
"1841 Fauske - Fuossko";"1990";"Personer";10017
"1841 Fauske - Fuossko";"1991";"Personer";10000
"1841 Fauske - Fuossko";"1992";"Personer";9996
"1841 Fauske - Fuossko";"1993";"Personer";9923
"1841 Fauske - Fuossko";"1994";"Personer";9897
"1841 Fauske - Fuossko";"1995";"Personer";9962
"1841 Fauske - Fuossko";"1996";"Personer";9925
"1841 Fauske - Fuossko";"1997";"Personer";9769
"1841 Fauske - Fuossko";"1998";"Personer";9729
"1841 Fauske - Fuossko";"1999";"Personer";9613
"1841 Fauske - Fuossko";"2000";"Personer";9632
"1841 Fauske - Fuossko";"2001";"Personer";9657
"1841 Fauske - Fuossko";"2002";"Personer";9627
"1841 Fauske - Fuossko";"2003";"Personer";9528
"1841 Fauske - Fuossko";"2004";"Personer";9627
"1841 Fauske - Fuossko";"2005";"Personer";9549
"1841 Fauske - Fuossko";"2006";"Personer";9551
"1841 Fauske - Fuossko";"2007";"Personer";9465
"1841 Fauske - Fuossko";"2008";"Personer";9480
"1841 Fauske - Fuossko";"2009";"Personer";9477
"1841 Fauske - Fuossko";"2010";"Personer";9552
"1841 Fauske - Fuossko";"2011";"Personer";9533
"1841 Fauske - Fuossko";"2012";"Personer";9513
"1841 Fauske - Fuossko";"2013";"Personer";9513
"1841 Fauske - Fuossko";"2014";"Personer";9556
"1841 Fauske - Fuossko";"2015";"Personer";9622
